program,site,area,tool_id,task_id,task_name,workstream,owner,planned_start,planned_finish,actual_finish,status,gate,depends_on,risk_level,notes
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10734,Dry run cycle,Controls,Supplier Mgmt,2025-12-16,2025-12-22,,Blocked,Comm,Safety interlock validation,Low,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10735,Process baseline run,Hardware,EHS,2025-12-19,2025-12-21,,In Progress,Comm,Dry run cycle,Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10736,SAT dry-run,Hardware,IT/Network,2025-12-22,2025-12-31,2026-01-04,Done,SAT,"Process baseline run,EHS walkdown",Medium,
Atlas-Sustaining,Austin,Bay-7,T-AT-01,FT-10737,SAT acceptance,Hardware,EHS,2025-12-25,2025-12-28,2025-12-31,Done,SAT,SAT dry-run,High,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10738,Layout approval,Facilities,Controls Eng,2025-10-29,2025-11-06,,In Progress,Install,,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10739,Civil/anchoring check,Facilities,Supplier Mgmt,2025-11-01,2025-11-12,2025-11-09,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10740,Power drop install,Facilities,Mech Eng,2025-11-04,2025-11-06,2025-11-11,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10741,Network VLAN approved,IT/Network,Supplier Mgmt,2025-11-07,2025-11-15,,In Progress,Install,Layout approval,High,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10742,Exhaust hookup,Facilities,Facilities Eng,2025-11-10,2025-11-21,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10743,CDA hookup,Facilities,Controls Eng,2025-11-13,2025-11-22,2025-11-20,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10744,DI water hookup,Facilities,Controls Eng,2025-11-16,2025-11-26,2025-11-30,Done,Install,Layout approval,High,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10745,Tool delivered to dock,SupplyChain,Controls Eng,2025-11-19,2025-11-27,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10746,Rigging scheduled,SupplyChain,Supplier Mgmt,2025-11-22,2025-11-29,2025-11-26,Done,Install,Tool delivered to dock,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10747,Install tool in bay,Hardware,IT/Network,2025-11-25,2025-12-01,2025-12-02,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",High,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10748,EHS walkdown,EHS,EHS,2025-11-28,2025-12-06,2025-12-06,Done,Install,Install tool in bay,Medium,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10749,PLC flash + config,Controls,Controls Eng,2025-12-01,2025-12-11,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10750,IO checkout,Controls,Supplier Mgmt,2025-12-04,2025-12-07,2025-12-06,Done,PowerOn,PLC flash + config,Medium,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10751,Safety interlock validation,Controls,Mech Eng,2025-12-07,2025-12-11,,In Progress,PowerOn,IO checkout,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10752,Dry run cycle,Controls,Supplier Mgmt,2025-12-10,2025-12-21,2025-12-23,Done,Comm,Safety interlock validation,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10753,Process baseline run,Hardware,Controls Eng,2025-12-13,2025-12-17,,Blocked,Comm,Dry run cycle,Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10754,SAT dry-run,Hardware,EHS,2025-12-16,2025-12-18,2025-12-17,Done,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,Austin,Bay-2,T-AT-02,FT-10755,SAT acceptance,Hardware,Controls Eng,2025-12-19,2025-12-24,,In Progress,SAT,SAT dry-run,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10756,Layout approval,Facilities,Mech Eng,2025-11-08,2025-11-14,2025-11-13,Done,Install,,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10757,Civil/anchoring check,Facilities,Facilities Eng,2025-11-11,2025-11-20,2025-11-17,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10758,Power drop install,Facilities,Mech Eng,2025-11-14,2025-11-22,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10759,Network VLAN approved,IT/Network,Mech Eng,2025-11-17,2025-11-23,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10760,Exhaust hookup,Facilities,Supplier Mgmt,2025-11-20,2025-11-24,2025-11-21,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10761,CDA hookup,Facilities,Supplier Mgmt,2025-11-23,2025-11-27,2025-11-29,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10762,DI water hookup,Facilities,Mech Eng,2025-11-26,2025-12-05,2025-12-05,Done,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10763,Tool delivered to dock,SupplyChain,IT/Network,2025-11-29,2025-12-09,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10764,Rigging scheduled,SupplyChain,Facilities Eng,2025-12-02,2025-12-07,2025-12-12,Done,Install,Tool delivered to dock,Medium,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10765,Install tool in bay,Hardware,Controls Eng,2025-12-05,2025-12-07,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10766,EHS walkdown,EHS,Supplier Mgmt,2025-12-08,2025-12-15,2025-12-16,Done,Install,Install tool in bay,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10767,PLC flash + config,Controls,Facilities Eng,2025-12-11,2025-12-13,2025-12-12,Done,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10768,IO checkout,Controls,Controls Eng,2025-12-14,2025-12-20,,In Progress,PowerOn,PLC flash + config,Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10769,Safety interlock validation,Controls,Supplier Mgmt,2025-12-17,2025-12-20,,In Progress,PowerOn,IO checkout,High,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10770,Dry run cycle,Controls,IT/Network,2025-12-20,2025-12-28,,Blocked,Comm,Safety interlock validation,High,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10771,Process baseline run,Hardware,Supplier Mgmt,2025-12-23,2025-12-26,2025-12-30,Done,Comm,Dry run cycle,High,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10772,SAT dry-run,Hardware,EHS,2025-12-26,2025-12-28,2025-12-30,Done,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,Austin,Bay-4,T-AT-03,FT-10773,SAT acceptance,Hardware,Mech Eng,2025-12-29,2026-01-05,2026-01-04,Done,SAT,SAT dry-run,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10774,Layout approval,Facilities,EHS,2025-10-02,2025-10-09,2025-10-11,Done,Install,,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10775,Civil/anchoring check,Facilities,IT/Network,2025-10-05,2025-10-09,2025-10-13,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10776,Power drop install,Facilities,EHS,2025-10-08,2025-10-13,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10777,Network VLAN approved,IT/Network,Mech Eng,2025-10-11,2025-10-13,2025-10-11,Done,Install,Layout approval,High,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10778,Exhaust hookup,Facilities,EHS,2025-10-14,2025-10-25,2025-10-29,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10779,CDA hookup,Facilities,Facilities Eng,2025-10-17,2025-10-19,2025-10-19,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10780,DI water hookup,Facilities,Controls Eng,2025-10-20,2025-10-26,2025-10-27,Done,Install,Layout approval,Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10781,Tool delivered to dock,SupplyChain,IT/Network,2025-10-23,2025-10-25,2025-10-26,Done,Install,Layout approval,Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10782,Rigging scheduled,SupplyChain,Supplier Mgmt,2025-10-26,2025-10-28,2025-11-01,Done,Install,Tool delivered to dock,Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10783,Install tool in bay,Hardware,IT/Network,2025-10-29,2025-11-01,2025-10-30,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10784,EHS walkdown,EHS,Facilities Eng,2025-11-01,2025-11-09,2025-11-09,Done,Install,Install tool in bay,Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10785,PLC flash + config,Controls,Controls Eng,2025-11-04,2025-11-12,,In Progress,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10786,IO checkout,Controls,Supplier Mgmt,2025-11-07,2025-11-11,,In Progress,PowerOn,PLC flash + config,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10787,Safety interlock validation,Controls,EHS,2025-11-10,2025-11-17,2025-11-22,Done,PowerOn,IO checkout,High,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10788,Dry run cycle,Controls,Mech Eng,2025-11-13,2025-11-20,,Blocked,Comm,Safety interlock validation,Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10789,Process baseline run,Hardware,IT/Network,2025-11-16,2025-11-20,,In Progress,Comm,Dry run cycle,Medium,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10790,SAT dry-run,Hardware,Mech Eng,2025-11-19,2025-11-23,2025-11-30,Done,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,SCC-Lab,Bay-2,T-AT-04,FT-10791,SAT acceptance,Hardware,Controls Eng,2025-11-22,2025-12-03,2025-12-10,Done,SAT,SAT dry-run,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10792,Layout approval,Facilities,Supplier Mgmt,2025-09-26,2025-09-30,2025-09-28,Done,Install,,High,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10793,Civil/anchoring check,Facilities,Facilities Eng,2025-09-29,2025-10-02,2025-10-02,Done,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10794,Power drop install,Facilities,Mech Eng,2025-10-02,2025-10-06,2025-10-04,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10795,Network VLAN approved,IT/Network,Facilities Eng,2025-10-05,2025-10-13,2025-10-18,Done,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10796,Exhaust hookup,Facilities,Facilities Eng,2025-10-08,2025-10-13,2025-10-11,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10797,CDA hookup,Facilities,Controls Eng,2025-10-11,2025-10-13,2025-10-13,Done,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10798,DI water hookup,Facilities,Supplier Mgmt,2025-10-14,2025-10-18,2025-10-20,Done,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10799,Tool delivered to dock,SupplyChain,Mech Eng,2025-10-17,2025-10-26,2025-10-24,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10800,Rigging scheduled,SupplyChain,Supplier Mgmt,2025-10-20,2025-10-31,,In Progress,Install,Tool delivered to dock,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10801,Install tool in bay,Hardware,Mech Eng,2025-10-23,2025-11-02,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",High,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10802,EHS walkdown,EHS,IT/Network,2025-10-26,2025-11-03,2025-11-04,Done,Install,Install tool in bay,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10803,PLC flash + config,Controls,Facilities Eng,2025-10-29,2025-11-09,2025-11-11,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10804,IO checkout,Controls,Mech Eng,2025-11-01,2025-11-05,,Blocked,PowerOn,PLC flash + config,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10805,Safety interlock validation,Controls,Supplier Mgmt,2025-11-04,2025-11-10,,In Progress,PowerOn,IO checkout,Medium,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10806,Dry run cycle,Controls,EHS,2025-11-07,2025-11-16,,In Progress,Comm,Safety interlock validation,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10807,Process baseline run,Hardware,Supplier Mgmt,2025-11-10,2025-11-19,2025-11-22,Done,Comm,Dry run cycle,Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10808,SAT dry-run,Hardware,Facilities Eng,2025-11-13,2025-11-24,,In Progress,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,Fremont,Bay-6,T-AT-05,FT-10809,SAT acceptance,Hardware,Mech Eng,2025-11-16,2025-11-20,2025-11-21,Done,SAT,SAT dry-run,Medium,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10810,Layout approval,Facilities,Supplier Mgmt,2025-11-13,2025-11-24,,In Progress,Install,,Medium,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10811,Civil/anchoring check,Facilities,Controls Eng,2025-11-16,2025-11-24,2025-11-24,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10812,Power drop install,Facilities,Facilities Eng,2025-11-19,2025-11-25,2025-11-28,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10813,Network VLAN approved,IT/Network,Controls Eng,2025-11-22,2025-12-02,2025-12-08,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10814,Exhaust hookup,Facilities,Mech Eng,2025-11-25,2025-12-04,2025-12-11,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10815,CDA hookup,Facilities,Mech Eng,2025-11-28,2025-12-02,2025-12-08,Done,Install,Layout approval,Medium,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10816,DI water hookup,Facilities,Facilities Eng,2025-12-01,2025-12-11,2025-12-08,Done,Install,Layout approval,High,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10817,Tool delivered to dock,SupplyChain,Mech Eng,2025-12-04,2025-12-07,2025-12-06,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10818,Rigging scheduled,SupplyChain,IT/Network,2025-12-07,2025-12-16,,In Progress,Install,Tool delivered to dock,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10819,Install tool in bay,Hardware,EHS,2025-12-10,2025-12-12,2025-12-12,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",High,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10820,EHS walkdown,EHS,Facilities Eng,2025-12-13,2025-12-21,2025-12-19,Done,Install,Install tool in bay,High,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10821,PLC flash + config,Controls,Facilities Eng,2025-12-16,2025-12-25,2025-12-30,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10822,IO checkout,Controls,EHS,2025-12-19,2025-12-23,,In Progress,PowerOn,PLC flash + config,Medium,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10823,Safety interlock validation,Controls,Mech Eng,2025-12-22,2026-01-02,,Blocked,PowerOn,IO checkout,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10824,Dry run cycle,Controls,IT/Network,2025-12-25,2025-12-30,,In Progress,Comm,Safety interlock validation,Low,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10825,Process baseline run,Hardware,IT/Network,2025-12-28,2025-12-30,,In Progress,Comm,Dry run cycle,High,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10826,SAT dry-run,Hardware,IT/Network,2025-12-31,2026-01-07,,In Progress,SAT,"Process baseline run,EHS walkdown",Medium,
Atlas-Sustaining,SCC-Lab,Bay-6,T-AT-06,FT-10827,SAT acceptance,Hardware,Supplier Mgmt,2026-01-03,2026-01-08,2026-01-09,Done,SAT,SAT dry-run,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10828,Layout approval,Facilities,EHS,2025-10-06,2025-10-14,,In Progress,Install,,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10829,Civil/anchoring check,Facilities,Mech Eng,2025-10-09,2025-10-17,2025-10-16,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10830,Power drop install,Facilities,Controls Eng,2025-10-12,2025-10-17,2025-10-15,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10831,Network VLAN approved,IT/Network,Controls Eng,2025-10-15,2025-10-18,,In Progress,Install,Layout approval,High,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10832,Exhaust hookup,Facilities,Supplier Mgmt,2025-10-18,2025-10-22,2025-10-19,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10833,CDA hookup,Facilities,Facilities Eng,2025-10-21,2025-10-24,2025-10-25,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10834,DI water hookup,Facilities,Mech Eng,2025-10-24,2025-10-27,2025-10-24,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10835,Tool delivered to dock,SupplyChain,Facilities Eng,2025-10-27,2025-11-04,2025-11-11,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10836,Rigging scheduled,SupplyChain,Facilities Eng,2025-10-30,2025-11-04,2025-11-07,Done,Install,Tool delivered to dock,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10837,Install tool in bay,Hardware,Controls Eng,2025-11-02,2025-11-04,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10838,EHS walkdown,EHS,Controls Eng,2025-11-05,2025-11-09,2025-11-08,Done,Install,Install tool in bay,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10839,PLC flash + config,Controls,Facilities Eng,2025-11-08,2025-11-12,2025-11-12,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10840,IO checkout,Controls,Facilities Eng,2025-11-11,2025-11-20,,In Progress,PowerOn,PLC flash + config,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10841,Safety interlock validation,Controls,Facilities Eng,2025-11-14,2025-11-24,,Blocked,PowerOn,IO checkout,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10842,Dry run cycle,Controls,EHS,2025-11-17,2025-11-24,,In Progress,Comm,Safety interlock validation,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10843,Process baseline run,Hardware,Facilities Eng,2025-11-20,2025-12-01,,In Progress,Comm,Dry run cycle,Low,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10844,SAT dry-run,Hardware,Controls Eng,2025-11-23,2025-12-02,,Blocked,SAT,"Process baseline run,EHS walkdown",High,
Atlas-Sustaining,SCC-Lab,Bay-4,T-AT-07,FT-10845,SAT acceptance,Hardware,Mech Eng,2025-11-26,2025-12-01,,Blocked,SAT,SAT dry-run,Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10846,Layout approval,Facilities,EHS,2025-10-28,2025-11-02,2025-11-01,Done,Install,,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10847,Civil/anchoring check,Facilities,EHS,2025-10-31,2025-11-08,,In Progress,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10848,Power drop install,Facilities,Controls Eng,2025-11-03,2025-11-10,2025-11-13,Done,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10849,Network VLAN approved,IT/Network,Supplier Mgmt,2025-11-06,2025-11-17,2025-11-17,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10850,Exhaust hookup,Facilities,Facilities Eng,2025-11-09,2025-11-17,2025-11-14,Done,Install,Layout approval,High,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10851,CDA hookup,Facilities,Facilities Eng,2025-11-12,2025-11-23,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10852,DI water hookup,Facilities,Supplier Mgmt,2025-11-15,2025-11-25,2025-11-26,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10853,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-11-18,2025-11-23,,In Progress,Install,Layout approval,High,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10854,Rigging scheduled,SupplyChain,Facilities Eng,2025-11-21,2025-11-25,2025-11-24,Done,Install,Tool delivered to dock,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10855,Install tool in bay,Hardware,Controls Eng,2025-11-24,2025-11-28,2025-12-01,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10856,EHS walkdown,EHS,Facilities Eng,2025-11-27,2025-12-08,,In Progress,Install,Install tool in bay,High,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10857,PLC flash + config,Controls,Supplier Mgmt,2025-11-30,2025-12-02,2025-12-06,Done,PowerOn,"Install tool in bay,Network VLAN approved",Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10858,IO checkout,Controls,Supplier Mgmt,2025-12-03,2025-12-10,,In Progress,PowerOn,PLC flash + config,Medium,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10859,Safety interlock validation,Controls,EHS,2025-12-06,2025-12-16,2025-12-16,Done,PowerOn,IO checkout,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10860,Dry run cycle,Controls,Supplier Mgmt,2025-12-09,2025-12-16,,In Progress,Comm,Safety interlock validation,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10861,Process baseline run,Hardware,Supplier Mgmt,2025-12-12,2025-12-20,,In Progress,Comm,Dry run cycle,Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10862,SAT dry-run,Hardware,Facilities Eng,2025-12-15,2025-12-25,,Blocked,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,Fremont,Bay-7,T-AT-08,FT-10863,SAT acceptance,Hardware,IT/Network,2025-12-18,2025-12-22,2025-12-29,Done,SAT,SAT dry-run,High,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10864,Layout approval,Facilities,Mech Eng,2025-10-04,2025-10-10,2025-10-08,Done,Install,,Medium,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10865,Civil/anchoring check,Facilities,IT/Network,2025-10-07,2025-10-18,2025-10-16,Done,Install,Layout approval,Medium,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10866,Power drop install,Facilities,IT/Network,2025-10-10,2025-10-13,,In Progress,Install,Layout approval,Medium,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10867,Network VLAN approved,IT/Network,Facilities Eng,2025-10-13,2025-10-19,2025-10-23,Done,Install,Layout approval,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10868,Exhaust hookup,Facilities,Facilities Eng,2025-10-16,2025-10-22,2025-10-21,Done,Install,Layout approval,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10869,CDA hookup,Facilities,EHS,2025-10-19,2025-10-28,,In Progress,Install,Layout approval,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10870,DI water hookup,Facilities,Mech Eng,2025-10-22,2025-11-02,2025-11-05,Done,Install,Layout approval,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10871,Tool delivered to dock,SupplyChain,Facilities Eng,2025-10-25,2025-11-02,2025-10-30,Done,Install,Layout approval,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10872,Rigging scheduled,SupplyChain,Mech Eng,2025-10-28,2025-11-04,2025-11-09,Done,Install,Tool delivered to dock,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10873,Install tool in bay,Hardware,Supplier Mgmt,2025-10-31,2025-11-09,,In Progress,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Medium,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10874,EHS walkdown,EHS,Facilities Eng,2025-11-03,2025-11-09,2025-11-15,Done,Install,Install tool in bay,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10875,PLC flash + config,Controls,Facilities Eng,2025-11-06,2025-11-15,2025-11-22,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10876,IO checkout,Controls,Mech Eng,2025-11-09,2025-11-20,2025-11-18,Done,PowerOn,PLC flash + config,High,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10877,Safety interlock validation,Controls,Supplier Mgmt,2025-11-12,2025-11-16,,Blocked,PowerOn,IO checkout,Medium,
